Bridge Number,Bridge Name,Bridge Type,Bridge Span(Mtrs),Trail Type,District,Major RM/UM,Ward No,River Name,RM/UM Left,RM/UM Right,Latitude,Longitude,Coordinate Source,National Agency,Foreign Agency,Bridge Status,Action Taken,Mela Condition,Observerd by,Observers Name,Completion FY,Bridge Warden Name and address,Bridge Warden Contact No,Comment or Recommendation,Entered By,Entered Date,Updated By,Updated Date
66 5 010 18 06 03,Giusi,D,77,Main,Humla,Theh,4,Humla karnali,Barai,Sarkideu,29.7925511839,81.9077190757,GoogleEarth,DDC/VDC,SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2013/14,Dev Phadera,,,,,Bhakta Bista,
28 5 004 18 06 02,Kolpu khola,D,60,Main,Nuwakot,Kumari,3,Kolpu khola,Kebalpur-3,Kumari-4,27.775102277318158,85.10867267846675,GPS,GoN,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,1996/97,,,,,,,
28 5 005 18 06 05,Kamale Bridge-1,D,65.6,Main,Nuwakot,Okharpauwa,8,Kolpu khola,Okharpauwa-8,Okharpauwa-8,27.79112951659008,85.25323301550384,GPS,GoN,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2006/2007,,,,Rajendra Shrestha,,,
28 5 044 18 06 03,Dhodeni,D,120,Main,Nuwakot,Budhasing,1,Trishuli,Ratmate-8,Budhasing-1,27.85652860016584,85.04293978216526,GPS,GoN,SDC,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,2002/2003,,,,,,Bina Khanal,4 July 2016
28 5 044 18 06 04,Budhasingratmate-1,D,225,Main,Nuwakot,Budhasing,4,Trishuli,Ratmate-1,Budhasing-1,27.854071806447998,85.07174670700329,GPS,GoN,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2007/2008,,,,,,,
28 5 049 18 06 02,Keurini,D,299,Main,Nuwakot,Taruka,2,Trishuli,Ratmate-9,Taruka-1,27.83558952602765,85.0228017568702,GPS,GoN,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 031 18 06 02,Kosgade,D,13.5,Main,Nuwakot,Ralukadevi,2,khahare khola,Ralukadevi-6,Ralukadevi-7,27.92505922180341,85.32782256607788,GPS,GoN,SDC,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 026 18 06 02,Chaptari,D,65,Main,Nuwakot,Thaprek,4,Tadi khola,Thaprek-8,Ralukadevi-6,27.923030572695627,85.3343430161417,GPS,GoN,RAIDP+SDC/DFID,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2013/14,,,,,,,
28 5 026 18 06 03,Satbise-1,D,58.4,Main,Nuwakot,Thaprek,4,Tadi khola,Thaprek-4,Sudaradevi-2,27.921404782009006,85.34701377157262,GPS,GoN,SDC,Protection,Yet No Action    ,,NGO personnel,NGO personnel,1995/96,,,,Rajendra Shrestha,,,
28 5 034 18 06 02,Ghatte khola-1,D,40,Main,Nuwakot,Sundaradevi,4,Ghatte khola,Sundaradevi-3,Ralukadevi-4,27.928234834444204,85.34358590842521,GPS,GoN,SDC,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,2001/2002,,,,,,,
28 5 021 18 06 02,Bhyangle-1,D,145,Main,Nuwakot,Balkumari,5,Tadi khola,Balkumari-1,Sundradevi-1,27.92110142472521,85.368109345417,GPS,GoN,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,1999/2000,,,,,,,
28 5 021 18 06 03,Samundratar-1,D,130.5,Main,Nuwakot,Balkumari,5,Chandrawati,Balkumari-7,Samudratar-2,27.920807546577716,85.38136214015753,GPS,GoN,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,1997/98,,,,,,,
28 5 033 18 06 01,Ramati-1,D,68,Local,Nuwakot,Shikharbesi,7,Dunde khola,Shikharbesi-1,Samudratar-7,27.945497633189404,85.38817226885453,GPS,GoN,RAIDP+SDC/DFID,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,2009/10,,,,,,Bina Khanal,27 July 2016
28 5 033 18 06 02,Gatir-1,D,75,Main,Nuwakot,Shikharbesi,7,Suryamati,Shikharbesi-3,Rautbesi-2,27.959549907486867,85.4011514783042,GPS,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 033 18 06 03,Mishrabhanjyang,D,55,Main,Nuwakot,Shikharbesi,7,Nagi khola,Shikharbesi-2,Shikharbesi-3,27.953719300416864,85.3923484683263,GPS,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 033 18 06 04,Nagi khola,D,68.0,Main,Nuwakot,Shikharbesi,7,Nagi khola,Shikharbesi-2,Shikharbesi-3,27.961049561658697,85.38488119842305,GPS,GoN,SDC,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 033 18 06 05,Silame,D,55,Main,Nuwakot,Shikharbesi,7,Nagi khola,Shikharbesi-3,Shikharbesi-3,27.970170232330336,85.38155257702067,GPS,GoN,SDC,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 030 18 06 04,Chhumrang,D,40,Main,Nuwakot,Ghyangphedi,1,Domrang,Ghyangphedi-2,Shikharbesi-7,27.98285023698477,85.40566563606808,GPS,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 030 18 06 05,Ghyangphedi,D,65,Main,Nuwakot,Ghyangphedi,1,Suryamati,Ghyangphedi-4,Ghyangphedi-4,27.9758507176418,85.44179230926159,GPS,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 030 18 06 06,Syalolo,D,77,Main,Nuwakot,Ghyangphedi,1,Syalolo khola,Ghyangphedi-8,Ghyangphedi-6,27.999500397556584,85.45119076970127,GPS,GoN,SDC,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 030 18 06 07,Indreni Bridge,D,100,Main,Nuwakot,Ghyangphedi,1,Ghyang khola,Ghyangphedi-4,Ghyangphedi-5,27.977106163958915,85.44012665747812,GPS,GoN,RAIDP+SDC/DFID,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2012/13,,,,,,,
28 5 022 18 06 03,Bangare-1,D,106,Main,Nuwakot,Beteni,4,Chandrawati,Betini-3,Rautbesi-4,27.914081310904358,85.41701674457772,GPS,GoN,RAIDP+SDC/DFID,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2009/10,,,,,,,
28 5 025 18 06 05,Jhagare dovan-1,D,103,Main,Nuwakot,Rautbesi,3,Chhepar khola,Rautbesi-3,Rautbesi-4,27.921392932106002,85.43541669844387,GPS,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1996/97,,,,,,,
28 5 023 18 06 02,Baisang,D,118,Main,Nuwakot,Gaunkharka,2,Baisang khola,Rautbesi-1,Gaunkharka-7,27.92857845859972,85.45715332033535,GPS,GoN,RAIDP+SDC/DFID,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2013/14,,,,,,,
28 5 023 18 06 03,Pologu,D,85,Main,Nuwakot,Gaunkharka,2,Pologu khola,Rautbesi-1,Gaunkharka-9,27.925398116267175,85.46813160179681,GPS,GoN,RAIDP+SDC/DFID,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2012/13,,,,,,,
28 5 030 18 06 09,Seljung,D,75,Main,Nuwakot,Ghyangphedi,1,Suryamati,Ghyangphedi-3,Ghyangphedi-3,27.97050898527812,85.43101787565729,GPS,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 025 18 06 07,Change khola,D,55,Main,Nuwakot,Rautbesi,3,Chandrawati,Rautbesi-3,Rautbesi-4,27.91514075633645,85.42002081869327,GPS,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 025 18 06 08,Thado khola,D,57,Main,Nuwakot,Rautbesi,3,Thado khola,Rautbesi-3,Rautbesi-4,27.9166979089559,85.42095959189055,GPS,GoN,RAIDP+SDC/DFID,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2013/14,,,,,,,
28 5 038 18 06 03,Shubhaghat bridge,D,112,Main,Nuwakot,Gerkhu,10,Trishuli,Gerkhu-3,Bidur Municipality-9,27.93942694005002,85.1581674814704,GPS,GoN,RAIDP+SDC/DFID,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2007/2008,,,,,,Bina Khanal,9 June 2016
28 5 039 18 06 02,Darme khola,D,21.2,Main,Nuwakot,Kalika Halldae,4,Khare khola,Ganeshsthan-6,Haldekalika-9,27.93213312689121,85.26464045044759,GPS,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 035 18 06 03,Raptul khola (kalche),D,52.2,Main,Nuwakot,Urleni,1,Raptul khola,Urleni-2,Urleni-2,27.973851448345467,85.34830391408536,GPS,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 035 18 06 04,Raptul khola,D,22.8,Main,Nuwakot,Urleni,1,Raptul khola,Urleni-1,Urleni-1,27.982729436904034,85.34708082672068,GPS,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 043 18 06 03,Kukhure,D,65.47,Main,Nuwakot,Narjamandap,5,Dorkhu khola,Tadi-3,Tadi-5,27.945284382761,85.30616909266553,GPS,SWAp,SWAp,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2018/2019,"Indira Bhandari 
Tadi-3 
9860805113",,,,,GPN,23-8-2019
28 5 043 18 06 04,Chyalpe,D,60.65,Main,Nuwakot,Narjamandap,3,Dorkhu khola,Tadi-3,Tadi-5,27.936879611553866,85.3033795952756,GPS,SWAp,SWAp,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2018/2019,"Kalpana Khanal
Tadi-3
9861341477",,,,,GPN,23-8-2019
28 5 035 18 06 05,Dorkhu khola Urleni,D,36,Main,Nuwakot,Urleni,1,Dorkhu khola,Urleni-2,Urleni-2,27.974348900347483,85.35143136975023,GPS,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 035 18 06 06,Khapsung khola,D,13.5,Main,Nuwakot,Urleni,1,Khapsung khola,Urleni-1,Urleni-3,27.96759046371172,85.33453881737682,GPS,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,,,,
28 5 042 18 06 02,Ghattabari,D,71.8,Main,Nuwakot,Lachyang,4,Andheri khola,Urleni-9,Lachyang-4,27.955249835614826,85.30615568164797,GPS,GoN,RAIDP+SDC/DFID,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2013/14,,,,,,,
28 3 001 18 06 05,Ghumaune Ghat,D,97.4,Main,Nuwakot,Bidur Municipality,1,Trishuli,Bidur Municipality-1,Bidur Municipality-10,27.927692143094582,85.15004307035849,GPS,GoN,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,1996/97,,,,,,,
28 5 057 18 06 02,Kattike bridge-1,D,84,Main,Nuwakot,Karki Manakamana,5,Salankhu khola,Manakamana-1,Manakamana-1,27.9877247607385,85.15527069566929,GPS,GoN,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2005/2006,,,,,,,
22 5 035 18 06 04,singati bridge,D,62m,,Dolakha,Lamidanda,6,singati,laduk,lamidanda,27.7365550996,86.1645162106,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 043 18 06 02,bhorle bridce,N,60m,Main,Dolakha,Laduk,8,tamakoshi,suri-9,laduk-8,27.7522485811,86.1846032739,GoogleEarth,VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 022 18 06 08,suri dobhan,D,89,Local,Dolakha,Khare,9,Suri khola,Suri -8,Khara -4,27.7589587473,86.1976924539,,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1990/91,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 022 18 06 09,langata bridge,N,90m,,Dolakha,Khare,4,Suri khola,suri,khara,27.7572972661,86.2110686302,GoogleEarth,DDC/VDC,RRRSDP+SDC/DFID,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,2009/10,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 012 18 06 07,gurumphi bridge,D,50m,Local,Dolakha,Suri,8,gurumphi,suri-8,chankhu-6,27.754574755590152,86.21898651121967,GoogleEarth,DDC,RAIDP+SDC/DFID,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 023 18 06 06,sursingtar bridge -2,D,70m,Local,Dolakha,Marbu,1,khara,marbu,khara,27.7712861459,86.2509638071,GoogleEarth,VDC,,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 023 18 06 07,karambu bridge,D,78m,Local,Dolakha,Marbu,4,karambu ,marbu,marbu,27.7826795594,86.2902581692,GoogleEarth,VDC,,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,2010/11,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 023 18 06 08,khani khola bridge,D,76,Local,Dolakha,Marbu,,,marbu,marbu,27.7897508967,86.2872755527,GoogleEarth,VDC,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2010/11,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 023 18 06 09,thambu bridge,D,90m,Local,Dolakha,Marbu,4,thambu,marbu,marbu,27.7872261498,86.2826836109,GoogleEarth,VDC,SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,1998/99,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 008 18 06 07,salansilng bridge,D,47,Local,Dolakha,Changkhu,,salansilng,suri,Chankhu,27.7382881166,86.2440142035,GoogleEarth,VDC,RRRSDP+SDC/DFID,Major Maintenance,Yet No Action    ,No,Bridge Expert,Bridge Expert,2009/10,,,,Purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 012 18 06 08,kolung khola bridge,D,36m,Local,Dolakha,Suri,2,kolung,suri -3,suri -2,27.7286256016,86.2520447373,GoogleEarth,VDC,,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 012 18 06 09,okharbot bridge,D,48m,Local,Dolakha,Suri,1,okharbot,jhyanku,suri,27.7295491567,86.2092259526,GoogleEarth,VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1997/98,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 009 18 06 05,ghatta khola bridge,D,94m,Local,Dolakha,Jhyanku,,ghatta khola,jhyanku,suri,27.7337252372,86.2013697624,GoogleEarth,VDC,SDC,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,1998/99,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 009 18 06 06,chanmara bridge,D,51,Local,Dolakha,Jhyanku,,chanmara,Jhyanku,Suri,27.7396745104,86.1923548579,GoogleEarth,VDC,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,1998/99,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 009 18 06 07,tamakosi bridge,D,114,Main,Dolakha,Jhyanku,3,tamakoshi,jhyanku,lamidanda,27.7329014296,86.1622551084,GoogleEarth,VDC,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2012/13,,,,,,Purushottam Sanjel,2016/01/27
22 5 009 18 06 08,jhyanku khola bridge,D,40.80m,Local,Dolakha,Jhyanku,6,jhyanku,Jungu-6,jhyanku-6,27.7174141115,86.1511534452,GoogleEarth,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,1995/96,,,,purushottam sanjel,2016/01/20,Bina Khanal,25 April 2016
22 5 035 18 06 05,pikhati bridge-2,D,34m,Local,Dolakha,Lamidanda,5,gumu khola,lamidanda,sunkhani,27.7123754511,86.1498472095,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1981/82,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 019 18 06 05,sitali ghat bridge,D,103m,Main,Dolakha,Melung,,tamakoshi,malu,melung,27.501020075490473,86.09297096730006,GoogleEarth,VDC,RRRSDP+SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2010/11,,,,,,Purushottam Sanjel,2016/01/27
22 5 019 18 06 06,sitalpati bridge,N,86,Main,Dolakha,Melung,,tamakoshi,malu,melung,27.5104219814,86.0859704018,GoogleEarth,VDC,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,1983/84,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 048 18 06 04,changawati bridge,N,50,Main,Dolakha,Phasku,,Changawati,Bhimeswor,Phasku,27.6163281493,86.0720229149,GoogleEarth,DDC/VDC,,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 002 18 06 03,khani khola dovan bribge,D,56m,Local,Dolakha,Gairimudi,7,khani khola,gairimudi,namdu,27.61867861017771,86.0944837332172,GoogleEarth,VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1995/96,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 002 18 06 04,gopi khola bridge,D,18m,Local,Dolakha,Gairimudi,6,gopi khola,gairimudi,gairimudi,27.6183649014,86.0921823978,GoogleEarth,VDC,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 002 18 06 05,gopi khola bridge -2,D,36m,Local,Dolakha,Gairimudi,8,gopi khola,gairimudi,gairimudi,27.609901556,86.1082434654,GoogleEarth,VDC,RAIDP+SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2001/02,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 002 18 06 06,"buiti dovan , khani khola",D,47,Local,Dolakha,Gairimudi,7,Khani Khola,gairimudi,namdu,27.6224549275,86.107403934,GoogleEarth,DDC/VDC,SDC/DFID,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,2007,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 004 18 06 01,khani khola chanibha bridge,D,74,Local,Dolakha,Mirge,4,khani khola,mirhe,kavre,27.6241897559,86.128244698,GoogleEarth,VDC,RAIDP+SDC/DFID,Major Maintenance,Yet No Action    ,No,Bridge Expert,Bridge Expert,2003/04,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 004 18 06 03,nimkot dovane bridge,D,36m,Local,Dolakha,Mirge,6,khani khola,mirge,khvre,27.6258936633,86.1379462481,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,1995/96,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 004 18 06 04,bhasma khola bridge,D,43m,,Dolakha,Mirge,7,bhasma khola,mirge,kavre,27.6296911188,86.1500671506,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,2000/01,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 004 18 06 05,yarsa khola bridge,D,48m,Local,Dolakha,Mirge,4,yarsa khola,mirge,kavre,27.6349926026,86.1593985558,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1995/96,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 032 18 06 07,dovan khola bridge,D,33m,Local,Dolakha,Mali,3,dovan khola,mali,mali,27.6105028767,86.2879621983,GoogleEarth,VDC,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,1994/95,,,,,,Purushottam Sanjel,2016/01/27
22 5 032 18 06 08,Yalung khola bridge,D,32m,Local,Dolakha,Mali,3,yalung khola,mali,mali,27.6192751296,86.2726548314,GoogleEarth,VDC,KAABGN,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,,,Purushottam Sanjel,2016/01/27
22 5 032 18 06 09,yelung khola bridge-2,D,66m,Main,Dolakha,Mali,3,yalung khola,mali-2,mali-4,27.6329656649,86.2640610337,GoogleEarth,VDC,SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,1995/96,,,,,,Bina Khanal,2016/07/27
22 5 032 18 06 10,muktanie khola bridge,D,49m,Local,Dolakha,Mali,3,muktanie khola,mali,mali,27.6435585543,86.2590935826,GoogleEarth,DDC/VDC,SDC/DFID,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,2004/05,,,,,,Purushottam Sanjel,2016/01/27
22 5 006 18 06 04,dhunga phudi bridge,D,72m,Local,Dolakha,Syama,1,kot khola,shyama,shyama,27.6667177186,86.2957727909,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2010/11,,,,,,Rajiv K. Thapa,2016/03/27
22 5 006 18 06 05,lohore bridge,D,57m,Local,Dolakha,Syama,1,lohore (kot) khola,shyama,shyama,27.6578019735,86.2924736738,GoogleEarth,DDC/VDC,RAIDP+SDC/DFID,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,2008,,,,,,Purushottam Sanjel,2016/01/27
22 5 006 18 06 06,lhosa bridge,D,45m,Local,Dolakha,Syama,1,Khimti khola,chuchure,shyama,27.6806327143,86.3371029496,GoogleEarth,DDC/VDC,SDC/DFID,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,2005/06,,,,,,Purushottam Sanjel,2016/01/27
22 5 006 18 06 09,Kot khola bridge,D,82m,Local,Dolakha,Syama,1,kot khola,shyama,shyama,27.6459511982,86.3046053052,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,,,Bina Khanal,2016/07/27
22 5 032 18 06 11,Ghunsa phadi bridge,D,50m,Local,Dolakha,Mali,3,Khimti khola,those,mali,27.597192238,86.2640073895,GoogleEarth,DDC/VDC,SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2004/05,,,,,,Purushottam Sanjel,2016/01/27
22 5 003 18 06 06,jiri khola bridge - 2,D,26m,Local,Dolakha,Jiri,9,jiri khola,jiri-9,jiri-9,27.6099490913,86.2319844961,GoogleEarth,VDC,KAABGN,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,1994/95,,,,,,Purushottam Sanjel,2016/01/27
22 5 003 18 06 07,bethiswanra N bridge,N,128m,Main,Dolakha,Jiri,,jiri khola,jiri,jiri,27.6208412748,86.2314561009,GoogleEarth,DDC/VDC,RRRSDP+SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2009/10,,,,,,Purushottam Sanjel,2016/01/27
22 5 003 18 06 08,jiri khola bridge,D,36m,Local,Dolakha,Jiri,7,jiri khola,jiri,jiri,27.6389584483,86.2298280001,GoogleEarth,DDC/VDC,SDC,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,1995/96,,,,,,Purushottam Sanjel,2016/01/27
22 5 003 18 06 09,sikri khola bridge,D,35m,Main,Dolakha,Jiri,7,sikri khola,jiri,jiri,27.6152253879,86.2179538608,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1994/95,,,,,,Purushottam Sanjel,2016/01/27
22 5 007 18 06 04,phulping khola brodge,D,27m,Main,Dolakha,Thulo Pataal,,phulpin khola,tholo pataal,tholo pataal,27.5852255448,86.1985883117,GoogleEarth,DDC/VDC,SDC,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,1998/99,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 015 18 06 03,jhakre khola truss,ST,28m,Local,Dolakha,Hawa,7,jhakre khola,hawa,hawa,27.5643912552,86.1863172054,GoogleEarth,DDC/VDC,KAABGN,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,,,Purushottam Sanjel,2016/01/27
22 5 015 18 06 04,khimiti tusmetia bridge,D,55m,Local,Dolakha,Hawa,,khimiti khola,rasnalu ,hawa,27.5571864209,86.1805075407,GoogleEarth,DDC/VDC,RRRSDP+SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2009/10,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 014 18 06 02,chorsangu bridge,D,37,Main,Dolakha,Chyama,2,Khimti khola,betali,chyama,27.5110404997,86.1441716552,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1998/99,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 024 18 06 01,Fadke khola bridge - 3,D,64,Local,Dolakha,Bhedpu,2,Fadka khola,bhadpu,melung,27.5317374459,86.0820060968,GoogleEarth,DDC/VDC,SDC/DFID,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,2002/03,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 019 18 06 07,Fadka khola bridge - 2,D,27m,Local,Dolakha,Melung,5,Fadka khola,bhadpu,melung,27.5240761527,86.0654863715,GoogleEarth,DDC/VDC,SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2002/03,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 019 18 06 08,fadke khola bridge - 1,D,44m,Local,Dolakha,Melung,5,Fadka khola,bhadpu,melung,27.5247374092,86.0598564148,GoogleEarth,VDC,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2011/12,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 025 18 06 02,malti khola bridge - 1,D,112m,,Dolakha,Dandakharka,,milti khola,Dandakharka,Daduwa,27.5010200755,86.0202670097,GoogleEarth,DDC/VDC,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,1996/97,,,,,,Purushottam Sanjel,2016/01/27
22 5 026 18 06 02,ghang khola bridge - 1,D,35m,Main,Dolakha,Ghyangsukathokar,5,ghyang khola,ghyangsukathokar,ghyangsukathokar,27.5596237527,86.03556633,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1995/96,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
